experiment,model,lambda_ss,N,density,L,seed,total_infected,attack_rate,duration,peak_new_infections,peak_active_infected,propagation_speed,mean_secondary_infections,max_secondary_infections,percolated
sensitivity_N_lambda,hub,0.4000,300,4.7700,7.9305,3,300,1.000000,7,110,110,0.613514,0.996667,13,1
sensitivity_N_lambda,hub,0.4000,300,4.7700,7.9305,4,300,1.000000,7,98,98,0.618919,0.996667,14,1
sensitivity_N_lambda,hub,0.4000,300,4.7700,7.9305,5,300,1.000000,8,126,126,0.670575,0.996667,15,1
sensitivity_N_lambda,hub,0.4000,300,4.7700,7.9305,6,300,1.000000,8,124,124,0.777824,0.996667,18,1
sensitivity_N_lambda,hub,0.4000,300,4.7700,7.9305,7,300,1.000000,7,104,104,0.603522,0.996667,16,1
sensitivity_N_lambda,hub,0.4000,300,4.7700,7.9305,8,300,1.000000,8,110,110,0.683286,0.996667,15,1
sensitivity_N_lambda,hub,0.4000,300,4.7700,7.9305,9,300,1.000000,9,85,85,0.633896,0.996667,16,1
sensitivity_N_lambda,hub,0.0000,477,4.7700,10.0000,0,8,0.016771,5,2,2,0.022841,0.875000,2,0
sensitivity_N_lambda,hub,0.0000,477,4.7700,10.0000,1,95,0.199161,17,11,11,0.345849,0.989474,5,0
sensitivity_N_lambda,hub,0.0000,477,4.7700,10.0000,2,19,0.039832,10,3,3,0.244419,0.947368,3,0
sensitivity_N_lambda,hub,0.0000,477,4.7700,10.0000,3,72,0.150943,14,13,13,0.333588,0.986111,5,0
sensitivity_N_lambda,hub,0.0000,477,4.7700,10.0000,4,2,0.004193,2,1,1,0.000000,0.500000,1,0
sensitivity_N_lambda,hub,0.0000,477,4.7700,10.0000,5,4,0.008386,3,2,2,0.047562,0.750000,2,0
sensitivity_N_lambda,hub,0.0000,477,4.7700,10.0000,6,4,0.008386,4,1,1,0.101365,0.750000,1,0
sensitivity_N_lambda,hub,0.0000,477,4.7700,10.0000,7,5,0.010482,4,2,2,0.010027,0.800000,2,0
sensitivity_N_lambda,hub,0.0000,477,4.7700,10.0000,8,186,0.389937,33,14,14,0.144439,0.994624,5,0
sensitivity_N_lambda,hub,0.0000,477,4.7700,10.0000,9,67,0.140461,16,9,9,0.352940,0.985075,4,0
sensitivity_N_lambda,hub,0.0500,477,4.7700,10.0000,0,420,0.880503,24,42,42,0.258495,0.997619,14,1
sensitivity_N_lambda,hub,0.0500,477,4.7700,10.0000,1,408,0.855346,31,40,40,0.188416,0.997549,13,1
sensitivity_N_lambda,hub,0.0500,477,4.7700,10.0000,2,431,0.903564,27,37,37,0.233139,0.997680,12,1
sensitivity_N_lambda,hub,0.0500,477,4.7700,10.0000,3,1,0.002096,1,0,1,0.000000,0.000000,0,0
sensitivity_N_lambda,hub,0.0500,477,4.7700,10.0000,4,404,0.846960,30,31,31,0.156353,0.997525,15,1
sensitivity_N_lambda,hub,0.0500,477,4.7700,10.0000,5,418,0.876310,23,38,38,0.282760,0.997608,16,1
sensitivity_N_lambda,hub,0.0500,477,4.7700,10.0000,6,2,0.004193,2,1,1,0.000000,0.500000,1,0
sensitivity_N_lambda,hub,0.0500,477,4.7700,10.0000,7,441,0.924528,17,55,55,0.331687,0.997732,15,1
sensitivity_N_lambda,hub,0.0500,477,4.7700,10.0000,8,442,0.926625,26,41,41,0.269994,0.997738,10,1
sensitivity_N_lambda,hub,0.0500,477,4.7700,10.0000,9,424,0.888889,19,56,56,0.353672,0.997642,18,1
sensitivity_N_lambda,hub,0.1000,477,4.7700,10.0000,0,465,0.974843,21,62,62,0.228006,0.997849,15,1
sensitivity_N_lambda,hub,0.1000,477,4.7700,10.0000,1,459,0.962264,15,50,50,0.318915,0.997821,19,1
sensitivity_N_lambda,hub,0.1000,477,4.7700,10.0000,2,464,0.972746,18,69,69,0.304992,0.997845,15,1
sensitivity_N_lambda,hub,0.1000,477,4.7700,10.0000,3,1,0.002096,1,0,1,0.000000,0.000000,0,0
sensitivity_N_lambda,hub,0.1000,477,4.7700,10.0000,4,443,0.928721,16,59,59,0.269786,0.997743,15,1
sensitivity_N_lambda,hub,0.1000,477,4.7700,10.0000,5,463,0.970650,18,66,66,0.337966,0.997840,15,1
sensitivity_N_lambda,hub,0.1000,477,4.7700,10.0000,6,463,0.970650,16,71,71,0.320344,0.997840,16,1
sensitivity_N_lambda,hub,0.1000,477,4.7700,10.0000,7,464,0.972746,14,87,87,0.477479,0.997845,16,1
sensitivity_N_lambda,hub,0.1000,477,4.7700,10.0000,8,442,0.926625,15,58,58,0.373555,0.997738,13,1
sensitivity_N_lambda,hub,0.1000,477,4.7700,10.0000,9,450,0.943396,18,73,73,0.345541,0.997778,12,1
sensitivity_N_lambda,hub,0.2000,477,4.7700,10.0000,0,473,0.991614,14,100,100,0.531879,0.997886,13,1
sensitivity_N_lambda,hub,0.2000,477,4.7700,10.0000,1,475,0.995807,11,112,112,0.495143,0.997895,17,1
sensitivity_N_lambda,hub,0.2000,477,4.7700,10.0000,2,469,0.983229,14,77,77,0.332221,0.997868,13,1
sensitivity_N_lambda,hub,0.2000,477,4.7700,10.0000,3,1,0.002096,1,0,1,0.000000,0.000000,0,0
sensitivity_N_lambda,hub,0.2000,477,4.7700,10.0000,4,474,0.993711,13,88,88,0.427389,0.997890,20,1
sensitivity_N_lambda,hub,0.2000,477,4.7700,10.0000,5,1,0.002096,1,0,1,0.000000,0.000000,0,0
sensitivity_N_lambda,hub,0.2000,477,4.7700,10.0000,6,473,0.991614,12,91,91,0.482383,0.997886,13,1
sensitivity_N_lambda,hub,0.2000,477,4.7700,10.0000,7,476,0.997904,14,84,84,0.473635,0.997899,13,1
sensitivity_N_lambda,hub,0.2000,477,4.7700,10.0000,8,473,0.991614,10,104,104,0.607600,0.997886,19,1
sensitivity_N_lambda,hub,0.2000,477,4.7700,10.0000,9,474,0.993711,16,109,109,0.500740,0.997890,13,1
sensitivity_N_lambda,hub,0.4000,477,4.7700,10.0000,0,477,1.000000,9,139,139,0.778021,0.997904,17,1
sensitivity_N_lambda,hub,0.4000,477,4.7700,10.0000,1,477,1.000000,8,152,152,0.685223,0.997904,18,1
sensitivity_N_lambda,hub,0.4000,477,4.7700,10.0000,2,476,0.997904,8,130,130,0.594863,0.997899,20,1
sensitivity_N_lambda,hub,0.4000,477,4.7700,10.0000,3,477,1.000000,7,143,143,0.856065,0.997904,21,1
sensitivity_N_lambda,hub,0.4000,477,4.7700,10.0000,4,477,1.000000,8,130,130,0.717994,0.997904,15,1
sensitivity_N_lambda,hub,0.4000,477,4.7700,10.0000,5,1,0.002096,1,0,1,0.000000,0.000000,0,0
sensitivity_N_lambda,hub,0.4000,477,4.7700,10.0000,6,477,1.000000,8,157,157,0.812491,0.997904,14,1
sensitivity_N_lambda,hub,0.4000,477,4.7700,10.0000,7,477,1.000000,10,140,140,0.766049,0.997904,14,1
sensitivity_N_lambda,hub,0.4000,477,4.7700,10.0000,8,477,1.000000,8,137,137,0.742455,0.997904,15,1
sensitivity_N_lambda,hub,0.4000,477,4.7700,10.0000,9,476,0.997904,9,162,162,0.798429,0.997899,18,1
sensitivity_N_lambda,hub,0.0000,650,4.7700,11.6734,0,109,0.167692,16,16,16,0.291745,0.990826,4,0
sensitivity_N_lambda,hub,0.0000,650,4.7700,11.6734,1,99,0.152308,13,14,14,0.313993,0.989899,5,0
sensitivity_N_lambda,hub,0.0000,650,4.7700,11.6734,2,18,0.027692,7,4,4,0.131944,0.944444,2,0
sensitivity_N_lambda,hub,0.0000,650,4.7700,11.6734,3,15,0.023077,8,4,4,0.245969,0.933333,3,0
sensitivity_N_lambda,hub,0.0000,650,4.7700,11.6734,4,67,0.103077,23,7,7,0.235513,0.985075,6,0
sensitivity_N_lambda,hub,0.0000,650,4.7700,11.6734,5,2,0.003077,2,1,1,0.000000,0.500000,1,0
sensitivity_N_lambda,hub,0.0000,650,4.7700,11.6734,6,85,0.130769,25,7,7,0.149444,0.988235,4,0
sensitivity_N_lambda,hub,0.0000,650,4.7700,11.6734,7,110,0.169231,18,11,11,0.333643,0.990909,4,0
sensitivity_N_lambda,hub,0.0000,650,4.7700,11.6734,8,228,0.350769,48,15,15,0.134003,0.995614,5,0
sensitivity_N_lambda,hub,0.0000,650,4.7700,11.6734,9,299,0.460000,45,19,19,0.106737,0.996656,6,0
sensitivity_N_lambda,hub,0.0500,650,4.7700,11.6734,0,1,0.001538,1,0,1,0.000000,0.000000,0,0
sensitivity_N_lambda,hub,0.0500,650,4.7700,11.6734,1,604,0.929231,30,51,51,0.284618,0.998344,14,1
sensitivity_N_lambda,hub,0.0500,650,4.7700,11.6734,2,312,0.480000,35,31,31,0.179536,0.996795,18,0
sensitivity_N_lambda,hub,0.0500,650,4.7700,11.6734,3,602,0.926154,28,47,47,0.274905,0.998339,11,1
sensitivity_N_lambda,hub,0.0500,650,4.7700,11.6734,4,17,0.026154,6,7,7,0.233508,0.941176,5,0
sensitivity_N_lambda,hub,0.0500,650,4.7700,11.6734,5,1,0.001538,1,0,1,0.000000,0.000000,0,0
sensitivity_N_lambda,hub,0.0500,650,4.7700,11.6734,6,570,0.876923,23,68,68,0.354015,0.998246,14,1
sensitivity_N_lambda,hub,0.0500,650,4.7700,11.6734,7,528,0.812308,45,37,37,0.135951,0.998106,14,1
sensitivity_N_lambda,hub,0.0500,650,4.7700,11.6734,8,585,0.900000,27,60,60,0.217280,0.998291,15,1
sensitivity_N_lambda,hub,0.0500,650,4.7700,11.6734,9,4,0.006154,4,1,1,0.087681,0.750000,1,0
sensitivity_N_lambda,hub,0.1000,650,4.7700,11.6734,0,627,0.964615,21,91,91,0.405114,0.998405,12,1
sensitivity_N_lambda,hub,0.1000,650,4.7700,11.6734,1,630,0.969231,18,66,66,0.350647,0.998413,16,1
sensitivity_N_lambda,hub,0.1000,650,4.7700,11.6734,2,3,0.004615,2,2,2,0.000000,0.666667,2,0
sensitivity_N_lambda,hub,0.1000,650,4.7700,11.6734,3,1,0.001538,1,0,1,0.000000,0.000000,0,0
sensitivity_N_lambda,hub,0.1000,650,4.7700,11.6734,4,637,0.980000,19,96,96,0.403030,0.998430,17,1
sensitivity_N_lambda,hub,0.1000,650,4.7700,11.6734,5,636,0.978462,17,92,92,0.487118,0.998428,18,1
sensitivity_N_lambda,hub,0.1000,650,4.7700,11.6734,6,618,0.950769,23,86,86,0.325128,0.998382,18,1
sensitivity_N_lambda,hub,0.1000,650,4.7700,11.6734,7,613,0.943077,28,70,70,0.240135,0.998369,16,1
sensitivity_N_lambda,hub,0.1000,650,4.7700,11.6734,8,635,0.976923,26,70,70,0.335482,0.998425,15,1
sensitivity_N_lambda,hub,0.1000,650,4.7700,11.6734,9,626,0.963077,19,69,69,0.377338,0.998403,13,1
sensitivity_N_lambda,hub,0.2000,650,4.7700,11.6734,0,647,0.995385,13,128,128,0.592691,0.998454,15,1
sensitivity_N_lambda,hub,0.2000,650,4.7700,11.6734,1,640,0.984615,12,126,126,0.536231,0.998437,19,1
sensitivity_N_lambda,hub,0.2000,650,4.7700,11.6734,2,645,0.992308,15,123,123,0.610542,0.998450,14,1
sensitivity_N_lambda,hub,0.2000,650,4.7700,11.6734,3,642,0.987692,15,128,128,0.575041,0.998442,18,1
sensitivity_N_lambda,hub,0.2000,650,4.7700,11.6734,4,645,0.992308,12,137,137,0.685213,0.998450,16,1
sensitivity_N_lambda,hub,0.2000,650,4.7700,11.6734,5,642,0.987692,15,115,115,0.625889,0.998442,14,1
sensitivity_N_lambda,hub,0.2000,650,4.7700,11.6734,6,1,0.001538,1,0,1,0.000000,0.000000,0,0
sensitivity_N_lambda,hub,0.2000,650,4.7700,11.6734,7,646,0.993846,12,136,136,0.576068,0.998452,16,1
sensitivity_N_lambda,hub,0.2000,650,4.7700,11.6734,8,2,0.003077,2,1,1,0.000000,0.500000,1,0
sensitivity_N_lambda,hub,0.2000,650,4.7700,11.6734,9,648,0.996923,14,116,116,0.651816,0.998457,16,1
sensitivity_N_lambda,hub,0.4000,650,4.7700,11.6734,0,650,1.000000,11,214,214,0.812691,0.998462,17,1
sensitivity_N_lambda,hub,0.4000,650,4.7700,11.6734,1,649,0.998462,9,170,170,0.823514,0.998459,21,1
sensitivity_N_lambda,hub,0.4000,650,4.7700,11.6734,2,649,0.998462,10,155,155,0.732261,0.998459,16,1
sensitivity_N_lambda,hub,0.4000,650,4.7700,11.6734,3,649,0.998462,9,155,155,0.729342,0.998459,19,1
sensitivity_N_lambda,hub,0.4000,650,4.7700,11.6734,4,1,0.001538,1,0,1,0.000000,0.000000,0,0
sensitivity_N_lambda,hub,0.4000,650,4.7700,11.6734,5,3,0.004615,3,1,1,0.000000,0.666667,1,0
sensitivity_N_lambda,hub,0.4000,650,4.7700,11.6734,6,650,1.000000,9,158,158,0.817557,0.998462,14,1
sensitivity_N_lambda,hub,0.4000,650,4.7700,11.6734,7,649,0.998462,10,168,168,0.719164,0.998459,19,1
sensitivity_N_lambda,hub,0.4000,650,4.7700,11.6734,8,650,1.000000,9,148,148,0.893181,0.998462,14,1
sensitivity_N_lambda,hub,0.4000,650,4.7700,11.6734,9,649,0.998462,9,165,165,0.827549,0.998459,16,1
sensitivity_density_lambda,hub,0.0500,477,3.5000,11.6741,0,3,0.006289,2,2,2,0.000000,0.666667,2,0
sensitivity_density_lambda,hub,0.0500,477,3.5000,11.6741,1,87,0.182390,15,11,11,0.339831,0.988506,4,0
sensitivity_density_lambda,hub,0.0500,477,3.5000,11.6741,2,28,0.058700,10,7,7,0.213344,0.964286,3,0
sensitivity_density_lambda,hub,0.0500,477,3.5000,11.6741,3,1,0.002096,1,0,1,0.000000,0.000000,0,0
sensitivity_density_lambda,hub,0.0500,477,3.5000,11.6741,4,95,0.199161,15,19,19,0.187814,0.989474,14,0
sensitivity_density_lambda,hub,0.0500,477,3.5000,11.6741,5,3,0.006289,2,2,2,0.000000,0.666667,2,0
sensitivity_density_lambda,hub,0.0500,477,3.5000,11.6741,6,2,0.004193,2,1,1,0.000000,0.500000,1,0
sensitivity_density_lambda,hub,0.0500,477,3.5000,11.6741,7,2,0.004193,2,1,1,0.000000,0.500000,1,0
sensitivity_density_lambda,hub,0.0500,477,3.5000,11.6741,8,206,0.431866,21,25,25,0.349192,0.995146,11,0
sensitivity_density_lambda,hub,0.0500,477,3.5000,11.6741,9,3,0.006289,3,1,1,0.036080,0.666667,1,0
sensitivity_density_lambda,hub,0.2000,477,3.5000,11.6741,0,458,0.960168,23,66,66,0.344024,0.997817,12,1
sensitivity_density_lambda,hub,0.2000,477,3.5000,11.6741,1,465,0.974843,13,87,87,0.565769,0.997849,11,1
sensitivity_density_lambda,hub,0.2000,477,3.5000,11.6741,2,387,0.811321,17,35,35,0.360906,0.997416,12,1
sensitivity_density_lambda,hub,0.2000,477,3.5000,11.6741,3,1,0.002096,1,0,1,0.000000,0.000000,0,0
sensitivity_density_lambda,hub,0.2000,477,3.5000,11.6741,4,455,0.953878,16,63,63,0.433715,0.997802,15,1
sensitivity_density_lambda,hub,0.2000,477,3.5000,11.6741,5,1,0.002096,1,0,1,0.000000,0.000000,0,0
sensitivity_density_lambda,hub,0.2000,477,3.5000,11.6741,6,453,0.949686,15,61,61,0.446263,0.997792,11,1
sensitivity_density_lambda,hub,0.2000,477,3.5000,11.6741,7,423,0.886792,20,59,59,0.369966,0.997636,15,1
sensitivity_density_lambda,hub,0.2000,477,3.5000,11.6741,8,445,0.932914,15,64,64,0.449285,0.997753,12,1
sensitivity_density_lambda,hub,0.2000,477,3.5000,11.6741,9,2,0.004193,2,1,1,0.000000,0.500000,1,0
sensitivity_density_lambda,hub,0.4000,477,3.5000,11.6741,0,476,0.997904,12,108,108,0.709676,0.997899,13,1
sensitivity_density_lambda,hub,0.4000,477,3.5000,11.6741,1,476,0.997904,10,108,108,0.636101,0.997899,13,1
sensitivity_density_lambda,hub,0.4000,477,3.5000,11.6741,2,473,0.991614,11,117,117,0.558335,0.997886,12,1
sensitivity_density_lambda,hub,0.4000,477,3.5000,11.6741,3,476,0.997904,10,132,132,0.684451,0.997899,16,1
sensitivity_density_lambda,hub,0.4000,477,3.5000,11.6741,4,477,1.000000,10,96,96,0.711051,0.997904,13,1
sensitivity_density_lambda,hub,0.4000,477,3.5000,11.6741,5,1,0.002096,1,0,1,0.000000,0.000000,0,0
sensitivity_density_lambda,hub,0.4000,477,3.5000,11.6741,6,473,0.991614,10,111,111,0.747265,0.997886,11,1
sensitivity_density_lambda,hub,0.4000,477,3.5000,11.6741,7,474,0.993711,12,118,118,0.810750,0.997890,14,1
sensitivity_density_lambda,hub,0.4000,477,3.5000,11.6741,8,474,0.993711,11,99,99,0.668235,0.997890,14,1
sensitivity_density_lambda,hub,0.4000,477,3.5000,11.6741,9,473,0.991614,11,120,120,0.722614,0.997886,13,1
sensitivity_density_lambda,hub,0.0500,477,4.7700,10.0000,0,420,0.880503,24,42,42,0.258495,0.997619,14,1
sensitivity_density_lambda,hub,0.0500,477,4.7700,10.0000,1,408,0.855346,31,40,40,0.188416,0.997549,13,1
sensitivity_density_lambda,hub,0.0500,477,4.7700,10.0000,2,431,0.903564,27,37,37,0.233139,0.997680,12,1
sensitivity_density_lambda,hub,0.0500,477,4.7700,10.0000,3,1,0.002096,1,0,1,0.000000,0.000000,0,0
sensitivity_density_lambda,hub,0.0500,477,4.7700,10.0000,4,404,0.846960,30,31,31,0.156353,0.997525,15,1
sensitivity_density_lambda,hub,0.0500,477,4.7700,10.0000,5,418,0.876310,23,38,38,0.282760,0.997608,16,1
sensitivity_density_lambda,hub,0.0500,477,4.7700,10.0000,6,2,0.004193,2,1,1,0.000000,0.500000,1,0
sensitivity_density_lambda,hub,0.0500,477,4.7700,10.0000,7,441,0.924528,17,55,55,0.331687,0.997732,15,1
sensitivity_density_lambda,hub,0.0500,477,4.7700,10.0000,8,442,0.926625,26,41,41,0.269994,0.997738,10,1
sensitivity_density_lambda,hub,0.0500,477,4.7700,10.0000,9,424,0.888889,19,56,56,0.353672,0.997642,18,1
sensitivity_density_lambda,hub,0.2000,477,4.7700,10.0000,0,473,0.991614,14,100,100,0.531879,0.997886,13,1
sensitivity_density_lambda,hub,0.2000,477,4.7700,10.0000,1,475,0.995807,11,112,112,0.495143,0.997895,17,1
sensitivity_density_lambda,hub,0.2000,477,4.7700,10.0000,2,469,0.983229,14,77,77,0.332221,0.997868,13,1
sensitivity_density_lambda,hub,0.2000,477,4.7700,10.0000,3,1,0.002096,1,0,1,0.000000,0.000000,0,0
sensitivity_density_lambda,hub,0.2000,477,4.7700,10.0000,4,474,0.993711,13,88,88,0.427389,0.997890,20,1
sensitivity_density_lambda,hub,0.2000,477,4.7700,10.0000,5,1,0.002096,1,0,1,0.000000,0.000000,0,0
sensitivity_density_lambda,hub,0.2000,477,4.7700,10.0000,6,473,0.991614,12,91,91,0.482383,0.997886,13,1
sensitivity_density_lambda,hub,0.2000,477,4.7700,10.0000,7,476,0.997904,14,84,84,0.473635,0.997899,13,1
sensitivity_density_lambda,hub,0.2000,477,4.7700,10.0000,8,473,0.991614,10,104,104,0.607600,0.997886,19,1
sensitivity_density_lambda,hub,0.2000,477,4.7700,10.0000,9,474,0.993711,16,109,109,0.500740,0.997890,13,1
sensitivity_density_lambda,hub,0.4000,477,4.7700,10.0000,0,477,1.000000,9,139,139,0.778021,0.997904,17,1
sensitivity_density_lambda,hub,0.4000,477,4.7700,10.0000,1,477,1.000000,8,152,152,0.685223,0.997904,18,1
sensitivity_density_lambda,hub,0.4000,477,4.7700,10.0000,2,476,0.997904,8,130,130,0.594863,0.997899,20,1
sensitivity_density_lambda,hub,0.4000,477,4.7700,10.0000,3,477,1.000000,7,143,143,0.856065,0.997904,21,1
sensitivity_density_lambda,hub,0.4000,477,4.7700,10.0000,4,477,1.000000,8,130,130,0.717994,0.997904,15,1
sensitivity_density_lambda,hub,0.4000,477,4.7700,10.0000,5,1,0.002096,1,0,1,0.000000,0.000000,0,0
sensitivity_density_lambda,hub,0.4000,477,4.7700,10.0000,6,477,1.000000,8,157,157,0.812491,0.997904,14,1
sensitivity_density_lambda,hub,0.4000,477,4.7700,10.0000,7,477,1.000000,10,140,140,0.766049,0.997904,14,1
sensitivity_density_lambda,hub,0.4000,477,4.7700,10.0000,8,477,1.000000,8,137,137,0.742455,0.997904,15,1
sensitivity_density_lambda,hub,0.4000,477,4.7700,10.0000,9,476,0.997904,9,162,162,0.798429,0.997899,18,1
sensitivity_density_lambda,hub,0.0500,477,6.0000,8.9163,0,442,0.926625,18,65,65,0.338993,0.997738,12,1
sensitivity_density_lambda,hub,0.0500,477,6.0000,8.9163,1,464,0.972746,21,45,45,0.262574,0.997845,18,1
sensitivity_density_lambda,hub,0.0500,477,6.0000,8.9163,2,454,0.951782,28,76,76,0.211738,0.997797,15,1
sensitivity_density_lambda,hub,0.0500,477,6.0000,8.9163,3,1,0.002096,1,0,1,0.000000,0.000000,0,0
sensitivity_density_lambda,hub,0.0500,477,6.0000,8.9163,4,470,0.985325,14,74,74,0.335965,0.997872,19,1
sensitivity_density_lambda,hub,0.0500,477,6.0000,8.9163,5,468,0.981132,15,77,77,0.419047,0.997863,17,1
sensitivity_density_lambda,hub,0.0500,477,6.0000,8.9163,6,5,0.010482,4,2,2,0.334156,0.800000,2,0
sensitivity_density_lambda,hub,0.0500,477,6.0000,8.9163,7,461,0.966457,17,77,77,0.301420,0.997831,17,1
sensitivity_density_lambda,hub,0.0500,477,6.0000,8.9163,8,467,0.979036,15,83,83,0.406722,0.997859,10,1
sensitivity_density_lambda,hub,0.0500,477,6.0000,8.9163,9,458,0.960168,21,59,59,0.264671,0.997817,17,1
sensitivity_density_lambda,hub,0.2000,477,6.0000,8.9163,0,477,1.000000,11,117,117,0.668473,0.997904,13,1
sensitivity_density_lambda,hub,0.2000,477,6.0000,8.9163,1,477,1.000000,8,129,129,0.576750,0.997904,24,1
sensitivity_density_lambda,hub,0.2000,477,6.0000,8.9163,2,475,0.995807,8,125,125,0.525213,0.997895,20,1
sensitivity_density_lambda,hub,0.2000,477,6.0000,8.9163,3,1,0.002096,1,0,1,0.000000,0.000000,0,0
sensitivity_density_lambda,hub,0.2000,477,6.0000,8.9163,4,476,0.997904,9,120,120,0.577220,0.997899,18,1
sensitivity_density_lambda,hub,0.2000,477,6.0000,8.9163,5,476,0.997904,9,121,121,0.629920,0.997899,23,1
sensitivity_density_lambda,hub,0.2000,477,6.0000,8.9163,6,477,1.000000,11,116,116,0.438662,0.997904,20,1
sensitivity_density_lambda,hub,0.2000,477,6.0000,8.9163,7,477,1.000000,10,121,121,0.621679,0.997904,19,1
sensitivity_density_lambda,hub,0.2000,477,6.0000,8.9163,8,476,0.997904,9,113,113,0.547952,0.997899,21,1
sensitivity_density_lambda,hub,0.2000,477,6.0000,8.9163,9,477,1.000000,13,128,128,0.530311,0.997904,18,1
sensitivity_density_lambda,hub,0.4000,477,6.0000,8.9163,0,477,1.000000,8,186,186,0.819863,0.997904,20,1
sensitivity_density_lambda,hub,0.4000,477,6.0000,8.9163,1,477,1.000000,7,156,156,0.747278,0.997904,24,1
sensitivity_density_lambda,hub,0.4000,477,6.0000,8.9163,2,477,1.000000,7,173,173,0.635202,0.997904,19,1
sensitivity_density_lambda,hub,0.4000,477,6.0000,8.9163,3,477,1.000000,7,170,170,0.702139,0.997904,22,1
sensitivity_density_lambda,hub,0.4000,477,6.0000,8.9163,4,477,1.000000,7,172,172,0.699163,0.997904,27,1
sensitivity_density_lambda,hub,0.4000,477,6.0000,8.9163,5,1,0.002096,1,0,1,0.000000,0.000000,0,0
sensitivity_density_lambda,hub,0.4000,477,6.0000,8.9163,6,477,1.000000,7,178,178,0.663213,0.997904,24,1
sensitivity_density_lambda,hub,0.4000,477,6.0000,8.9163,7,477,1.000000,9,151,151,0.759156,0.997904,17,1
sensitivity_density_lambda,hub,0.4000,477,6.0000,8.9163,8,477,1.000000,7,172,172,0.745351,0.997904,20,1
sensitivity_density_lambda,hub,0.4000,477,6.0000,8.9163,9,477,1.000000,7,164,164,0.938720,0.997904,25,1
